id,occ_date,occ_year,premises_type,bike_cost,cost_group
4778,2015-07-26,2015,Outside,1700,1500<2000
4779,2015-07-16,2015,Commercial,1000,1000<1500
4780,2015-07-26,2015,House,150,<500
4781,2015-07-23,2015,House,800,500<1000
4782,2015-07-20,2015,House,600,500<1000
4783,2015-07-26,2015,Commercial,4299,2000<
4784,2015-07-26,2015,Commercial,600,500<1000
4787,2015-06-13,2015,Apartment,2000,2000<
4788,2015-07-26,2015,Outside,300,<500
4789,2015-07-25,2015,Outside,1100,1000<1500
4790,2015-07-27,2015,Apartment,180,<500
4791,2015-07-27,2015,Outside,650,500<1000
4792,2015-07-27,2015,Outside,400,<500
4793,2015-07-20,2015,Commercial,600,500<1000
4794,2015-07-27,2015,Outside,1000,1000<1500
4795,2015-07-26,2015,Outside,500,500<1000
4796,2015-07-27,2015,Apartment,772,500<1000
4797,2015-07-24,2015,Outside,600,500<1000
4798,2015-07-23,2015,Outside,1000,1000<1500
4799,2015-07-27,2015,Outside,400,<500
4800,2015-07-27,2015,Outside,500,500<1000
4801,2015-07-22,2015,Commercial,500,500<1000
4802,2015-07-21,2015,Outside,600,500<1000
4803,2015-07-26,2015,Commercial,500,500<1000
4804,2015-07-26,2015,Other,1300,1000<1500
4806,2015-07-19,2015,Commercial,5000,2000<
4807,2015-07-27,2015,House,450,<500
4808,2015-07-27,2015,Other,200,<500
4809,2015-07-10,2015,Commercial,600,500<1000
4810,2015-07-24,2015,House,1500,1500<2000
4811,2015-07-27,2015,Educational,180,<500
4812,2015-07-27,2015,Outside,700,500<1000
4814,2015-07-24,2015,Outside,400,<500
4815,2015-07-28,2015,Outside,1300,1000<1500
4817,2015-07-22,2015,Educational,300,<500
4818,2015-07-20,2015,Outside,1500,1500<2000
4819,2015-06-23,2015,Outside,750,500<1000
4820,2015-07-27,2015,Commercial,450,<500
4821,2015-07-29,2015,Apartment,1600,1500<2000
4822,2015-07-29,2015,Apartment,1200,1000<1500
4823,2015-07-28,2015,Apartment,400,<500
4824,2015-07-29,2015,Apartment,400,<500
4826,2015-07-28,2015,Apartment,2000,2000<
4829,2015-07-23,2015,Other,200,<500
4830,2015-07-23,2015,Other,450,<500
4831,2014-09-01,2014,Outside,9000,2000<
4833,2015-07-23,2015,Other,80,<500
4834,2015-07-29,2015,Educational,100,<500
4835,2015-07-27,2015,Outside,400,<500
4836,2015-07-26,2015,Other,600,500<1000
4837,2015-07-30,2015,Transit,350,<500
4838,2015-07-22,2015,Apartment,1900,1500<2000
4839,2015-07-13,2015,Apartment,1400,1000<1500
4840,2015-07-27,2015,House,500,500<1000
4841,2015-07-23,2015,Apartment,800,500<1000
4843,2015-07-30,2015,Outside,800,500<1000
4844,2015-07-30,2015,Commercial,300,<500
4845,2015-07-28,2015,Apartment,1200,1000<1500
4846,2015-07-30,2015,Apartment,2000,2000<
4847,2015-07-28,2015,Apartment,575,500<1000
4848,2015-07-29,2015,Outside,200,<500
4849,2015-07-27,2015,Apartment,100,<500
4851,2015-07-15,2015,Outside,169.49,<500
4852,2015-07-29,2015,Transit,200,<500
4853,2015-07-20,2015,Other,750,500<1000
4854,2015-07-30,2015,Outside,1200,1000<1500
4855,2015-07-29,2015,Outside,500,500<1000
4856,2015-07-30,2015,Outside,799,500<1000
4857,2015-07-30,2015,Outside,1200,1000<1500
4858,2015-07-30,2015,Apartment,1500,1500<2000
4859,2015-07-30,2015,House,499,<500
4860,2015-07-29,2015,Other,998,500<1000
4861,2015-07-31,2015,House,500,500<1000
4862,2015-07-31,2015,Commercial,1500,1500<2000
4863,2015-07-30,2015,Apartment,700,500<1000
4864,2015-07-29,2015,Apartment,100,<500
4865,2015-07-30,2015,Apartment,650,500<1000
4866,2015-06-24,2015,Apartment,600,500<1000
4867,2015-07-24,2015,Apartment,1000,1000<1500
4868,2015-07-21,2015,Outside,5000,2000<
4869,2015-06-02,2015,Other,800,500<1000
4870,2015-08-01,2015,Apartment,800,500<1000
4871,2015-07-31,2015,Other,150,<500
4873,2015-07-31,2015,Outside,1219.21,1000<1500
4874,2015-08-01,2015,House,500,500<1000
4875,2015-08-01,2015,House,1200,1000<1500
4876,2015-08-01,2015,House,450,<500
4877,2015-08-01,2015,Other,500,500<1000
4878,2015-07-10,2015,Transit,430,<500
4879,2015-08-02,2015,Other,25,<500
4880,2015-08-01,2015,Apartment,800,500<1000
4882,2015-08-02,2015,Commercial,552,500<1000
4883,2015-08-03,2015,House,800,500<1000
4884,2015-08-03,2015,Outside,400,<500
4885,2015-08-02,2015,Other,500,500<1000
4886,2015-08-03,2015,Apartment,1300,1000<1500
4888,2015-08-03,2015,Outside,25,<500
4890,2015-08-03,2015,Outside,1250,1000<1500
4891,2015-08-02,2015,Other,300,<500
4892,2015-07-28,2015,House,600,500<1000
4894,2015-08-03,2015,Outside,400,<500
4895,2015-07-25,2015,Commercial,649,500<1000
4896,2015-08-03,2015,Commercial,1000,1000<1500
4897,2015-08-03,2015,House,2500,2000<
4898,2015-04-27,2015,Apartment,600,500<1000
4899,2015-08-01,2015,Outside,1200,1000<1500
4900,2015-08-04,2015,Outside,200,<500
4901,2015-07-29,2015,House,379,<500
4902,2015-07-18,2015,House,1000,1000<1500
4903,2015-07-31,2015,Commercial,700,500<1000
4904,2015-08-03,2015,House,1000,1000<1500
4905,2015-08-03,2015,House,500,500<1000
4906,2015-08-04,2015,Outside,600,500<1000
4907,2015-07-25,2015,Outside,250,<500
4908,2015-08-03,2015,Other,1000,1000<1500
4909,2015-08-03,2015,House,700,500<1000
4910,2015-08-04,2015,House,200,<500
4911,2015-08-04,2015,Outside,900,500<1000
4912,2015-08-03,2015,Other,600,500<1000
4913,2015-08-03,2015,Commercial,1000,1000<1500
4914,2015-08-03,2015,House,150,<500
4915,2015-07-19,2015,Commercial,550,500<1000
4916,2015-07-27,2015,Outside,130,<500
4917,2015-07-31,2015,Outside,750,500<1000
4920,2015-07-31,2015,Other,100,<500
4921,2015-08-05,2015,Educational,350,<500
4923,2015-07-07,2015,Apartment,1000,1000<1500
4925,2015-08-05,2015,House,200,<500
4926,2015-07-31,2015,Outside,500,500<1000
4927,2015-08-05,2015,Outside,900,500<1000
4928,2015-08-03,2015,House,855,500<1000
4930,2015-08-04,2015,Outside,900,500<1000
4931,2015-08-05,2015,Outside,2100,2000<
4932,2015-08-05,2015,House,200,<500
4933,2015-08-06,2015,House,3500,2000<
4934,2015-08-05,2015,Apartment,300,<500
4936,2015-08-05,2015,Outside,400,<500
4937,2015-08-06,2015,Other,600,500<1000
4938,2015-07-28,2015,Outside,1865.95,1500<2000
4940,2015-08-06,2015,Outside,700,500<1000
4941,2015-08-06,2015,Outside,600,500<1000
4942,2015-08-06,2015,Other,600,500<1000
4943,2015-08-05,2015,Commercial,1100,1000<1500
4944,2015-08-03,2015,Other,750,500<1000
4945,2015-07-28,2015,Outside,99,<500
4946,2015-08-06,2015,Educational,230,<500
4948,2015-08-06,2015,Outside,600,500<1000
4949,2015-08-06,2015,Commercial,500,500<1000
4950,2015-08-06,2015,Commercial,300,<500
4951,2015-08-06,2015,Commercial,2500,2000<
4952,2015-08-06,2015,Outside,200,<500
4953,2015-07-06,2015,Outside,200,<500
4954,2015-08-04,2015,Outside,209,<500
4955,2015-08-07,2015,Outside,200,<500
4956,2015-08-07,2015,Outside,50,<500
4957,2015-08-02,2015,Outside,400,<500
4958,2015-07-25,2015,Apartment,500,500<1000
4959,2015-08-02,2015,Other,1099,1000<1500
4960,2015-08-07,2015,Apartment,1000,1000<1500
4961,2015-07-23,2015,House,400,<500
4962,2015-08-04,2015,Commercial,1999,1500<2000
4963,2015-08-06,2015,Outside,1200,1000<1500
4964,2015-07-23,2015,House,200,<500
4965,2015-08-02,2015,Other,700,500<1000
4966,2015-08-04,2015,Commercial,640,500<1000
4967,2015-08-06,2015,Commercial,300,<500
4968,2015-08-07,2015,Outside,600,500<1000
4969,2015-08-08,2015,Outside,800,500<1000
4970,2015-08-04,2015,Apartment,1000,1000<1500
4971,2015-08-08,2015,Outside,600,500<1000
4972,2015-08-02,2015,House,600,500<1000
4973,2015-08-02,2015,House,300,<500
4974,2015-08-02,2015,House,400,<500
4975,2015-08-06,2015,Apartment,600,500<1000
4976,2015-08-07,2015,Outside,2400,2000<
4977,2015-08-04,2015,Apartment,100,<500
4978,2015-06-16,2015,Outside,500,500<1000
4979,2015-08-07,2015,Outside,300,<500
4980,2015-08-07,2015,Outside,1200,1000<1500
4981,2015-08-08,2015,Apartment,500,500<1000
4982,2015-08-09,2015,Other,1247,1000<1500
4986,2015-08-05,2015,Outside,300,<500
4987,2015-07-03,2015,Outside,88,<500
4988,2015-08-09,2015,Apartment,496,<500
4990,2015-08-08,2015,Other,600,500<1000
4991,2015-08-08,2015,Apartment,300,<500
4992,2015-08-08,2015,Apartment,500,500<1000
4993,2015-08-08,2015,Other,900,500<1000
4994,2015-08-08,2015,House,220,<500
4995,2015-08-08,2015,Transit,2300,2000<
4996,2015-08-08,2015,Outside,689.23,500<1000
4998,2015-08-05,2015,Outside,3000,2000<
4999,2015-07-27,2015,Outside,650,500<1000
5001,2015-08-07,2015,House,1500,1500<2000
5002,2015-08-07,2015,House,500,500<1000
5005,2015-08-10,2015,Outside,2000,2000<
5007,2015-08-10,2015,Commercial,700,500<1000
5008,2015-07-19,2015,Outside,3000,2000<
5009,2015-07-31,2015,Outside,2500,2000<
5010,2015-08-09,2015,Outside,500,500<1000
5011,2015-08-01,2015,Commercial,619.99,500<1000
5012,2015-08-05,2015,Other,500,500<1000
5013,2015-08-10,2015,Apartment,1000,1000<1500
5014,2015-08-09,2015,Other,800,500<1000
5015,2015-08-06,2015,Outside,550,500<1000
5016,2015-08-06,2015,House,130,<500
5017,2015-08-07,2015,House,1500,1500<2000
5018,2015-08-09,2015,Other,758,500<1000
5019,2015-06-26,2015,Apartment,1500,1500<2000
5020,2015-07-26,2015,Apartment,829,500<1000
5021,2015-08-09,2015,Outside,1900,1500<2000
5022,2015-08-07,2015,Apartment,400,<500
5023,2015-08-08,2015,Outside,802,500<1000
5024,2015-08-11,2015,House,2200,2000<
5025,2015-08-11,2015,Apartment,659,500<1000
5026,2015-08-09,2015,Commercial,900,500<1000
5027,2015-08-11,2015,Outside,700,500<1000
5029,2015-08-07,2015,Outside,400,<500
5030,2015-08-01,2015,Outside,1101.75,1000<1500
5031,2015-08-11,2015,House,300,<500
5032,2015-08-08,2015,House,621.49,500<1000
5033,2015-08-09,2015,Other,900,500<1000
5034,2015-08-10,2015,Other,700,500<1000
5037,2015-08-11,2015,Apartment,700,500<1000
5038,2015-08-11,2015,Apartment,1000,1000<1500
5039,2015-08-07,2015,Apartment,330,<500
5040,2015-08-12,2015,House,1500,1500<2000
5042,2015-08-11,2015,Other,1100,1000<1500
5043,2015-08-11,2015,House,500,500<1000
5044,2015-08-11,2015,House,200,<500
5045,2015-08-11,2015,Educational,700,500<1000
5046,2015-08-11,2015,Outside,1400,1000<1500
5047,2015-08-11,2015,Other,200,<500
5048,2015-08-12,2015,Other,1800,1500<2000
5049,2015-08-11,2015,Other,278,<500
5051,2015-08-11,2015,Outside,500,500<1000
5053,2015-08-12,2015,House,150,<500
5054,2015-08-13,2015,Outside,500,500<1000
5055,2015-08-12,2015,House,150,<500
5057,2015-08-10,2015,Educational,90,<500
5058,2015-08-12,2015,Commercial,650,500<1000
5059,2015-08-13,2015,Outside,800,500<1000
5060,2015-08-12,2015,Outside,850,500<1000
5061,2015-08-11,2015,Apartment,500,500<1000
5062,2015-08-10,2015,House,200,<500
5063,2015-08-05,2015,Commercial,1200,1000<1500
5064,2015-08-09,2015,Apartment,600,500<1000
5065,2015-08-14,2015,House,200,<500
5066,2015-06-06,2015,Outside,400,<500
5067,2015-08-13,2015,Educational,200,<500
5068,2015-08-13,2015,Commercial,1000,1000<1500
5069,2015-08-12,2015,Apartment,350,<500
5070,2015-08-12,2015,Educational,200,<500
5071,2015-07-11,2015,Outside,1500,1500<2000
5072,2015-08-08,2015,Outside,1200,1000<1500
5073,2015-08-13,2015,Outside,1000,1000<1500
5074,2015-08-13,2015,House,350,<500
5075,2015-08-15,2015,Commercial,1500,1500<2000
5076,2015-08-15,2015,Educational,399.99,<500
5078,2015-08-15,2015,House,700,500<1000
5079,2015-07-22,2015,Apartment,799,500<1000
5080,2015-08-15,2015,Other,600,500<1000
5081,2015-08-12,2015,Apartment,3050,2000<
5082,2015-08-15,2015,Commercial,1000,1000<1500
5083,2015-08-14,2015,Apartment,600,500<1000
5084,2015-08-14,2015,Outside,700,500<1000
5085,2015-08-15,2015,Other,1500,1500<2000
5086,2015-08-15,2015,Commercial,480,<500
5088,2015-08-15,2015,Outside,800,500<1000
5089,2015-08-15,2015,House,200,<500
5091,2015-08-16,2015,Apartment,299,<500
5092,2015-08-14,2015,House,150,<500
5093,2015-08-13,2015,Apartment,275,<500
5094,2015-08-16,2015,Other,850,500<1000
5095,2015-08-16,2015,Other,300,<500
5096,2015-08-16,2015,Apartment,3614,2000<
5097,2015-08-15,2015,Commercial,500,500<1000
5099,2015-08-04,2015,Other,500,500<1000
5100,2015-08-15,2015,Apartment,1920,1500<2000
5101,2015-07-21,2015,Apartment,2400,2000<
5102,2015-08-04,2015,Other,550,500<1000
5103,2015-08-16,2015,Outside,7000,2000<
5104,2015-08-13,2015,Apartment,150,<500
5105,2015-08-16,2015,Apartment,599,500<1000
5106,2015-08-16,2015,Outside,830,500<1000
5107,2015-08-17,2015,Other,1000,1000<1500
5108,2015-08-16,2015,Apartment,500,500<1000
5109,2015-08-16,2015,Commercial,500,500<1000
5110,2015-08-15,2015,Commercial,759,500<1000
5111,2015-08-16,2015,Other,30,<500
5112,2015-08-15,2015,Apartment,2300,2000<
5113,2015-08-16,2015,Apartment,150,<500
5114,2015-08-17,2015,Transit,2000,2000<
5115,2015-08-17,2015,Commercial,230,<500
5116,2015-08-16,2015,Commercial,700,500<1000
5117,2015-08-17,2015,House,150,<500
5118,2015-08-17,2015,House,100,<500
5120,2015-08-16,2015,Apartment,700,500<1000
5122,2015-08-14,2015,Apartment,1000,1000<1500
5123,2015-08-17,2015,Apartment,1200,1000<1500
5124,2015-08-16,2015,House,380,<500
5125,2015-08-16,2015,Outside,2500,2000<
5126,2015-08-01,2015,Outside,250,<500
5127,2015-08-16,2015,Outside,1700,1500<2000
5128,2015-08-17,2015,Commercial,1700,1500<2000
5129,2015-08-17,2015,Outside,399,<500
5130,2015-08-17,2015,Outside,900,500<1000
5131,2015-08-16,2015,Other,600,500<1000
5132,2015-08-14,2015,Outside,300,<500
5133,2015-08-13,2015,Apartment,1200,1000<1500
5134,2015-08-18,2015,Commercial,520,500<1000
5135,2015-08-17,2015,Commercial,400,<500
5136,2015-08-17,2015,Apartment,550,500<1000
5137,2015-08-15,2015,Outside,2500,2000<
5138,2015-08-16,2015,Outside,500,500<1000
5140,2015-08-08,2015,Outside,300,<500
5143,2014-08-01,2014,House,399,<500
5144,2015-08-17,2015,Other,1800,1500<2000
5145,2015-08-18,2015,Outside,1500,1500<2000
5146,2015-08-18,2015,Apartment,400,<500
5147,2015-08-01,2015,Outside,500,500<1000
5149,2015-08-11,2015,Outside,1300,1000<1500
5150,2015-08-16,2015,Outside,250,<500
5151,2015-08-14,2015,Outside,600,500<1000
5152,2015-07-21,2015,House,500,500<1000
5153,2015-08-19,2015,Outside,4000,2000<
5154,2015-08-10,2015,Outside,150,<500
5155,2015-08-13,2015,Outside,850,500<1000
5156,2015-08-19,2015,Outside,350,<500
5157,2015-08-18,2015,Outside,800,500<1000
5159,2014-07-19,2014,Other,2500,2000<
5160,2015-08-18,2015,Apartment,300,<500
5161,2014-07-19,2014,Other,300,<500
5162,2015-07-21,2015,House,500,500<1000
5163,2014-07-19,2014,Other,2000,2000<
5164,2015-08-19,2015,Outside,100,<500
5165,2015-08-10,2015,Outside,100,<500
5166,2015-08-20,2015,Commercial,900,500<1000
5167,2015-08-12,2015,Outside,600,500<1000
5169,2015-08-18,2015,Commercial,750,500<1000
5170,2015-08-15,2015,Commercial,1500,1500<2000
5171,2015-08-20,2015,Outside,700,500<1000
5172,2015-08-16,2015,Commercial,1500,1500<2000
5173,2015-08-20,2015,Outside,1000,1000<1500
5174,2015-08-20,2015,Outside,1300,1000<1500
5175,2015-08-14,2015,Outside,300,<500
5176,2015-08-15,2015,Outside,147,<500
5177,2015-08-20,2015,Outside,4000,2000<
5179,2015-08-21,2015,Apartment,899,500<1000
5180,2015-08-15,2015,Other,550,500<1000
5181,2015-08-21,2015,Outside,800,500<1000
5182,2015-08-12,2015,Apartment,800,500<1000
5183,2015-08-10,2015,Outside,2000,2000<
5185,2015-08-21,2015,House,100,<500
5186,2015-08-21,2015,Outside,180,<500
5187,2015-08-21,2015,Outside,150,<500
5188,2015-06-20,2015,Outside,2000,2000<
5189,2015-08-21,2015,Apartment,900,500<1000
5190,2015-08-21,2015,House,700,500<1000
5191,2015-08-21,2015,Outside,50,<500
5192,2015-08-21,2015,Outside,1100,1000<1500
5193,2015-07-30,2015,Commercial,675,500<1000
5194,2015-08-21,2015,Outside,769.51,500<1000
5195,2015-08-21,2015,Apartment,600,500<1000
5196,2015-07-30,2015,Commercial,649,500<1000
5198,2015-08-18,2015,Outside,1000,1000<1500
5199,2015-08-22,2015,Outside,700,500<1000
5200,2015-08-01,2015,Commercial,1900,1500<2000
5201,2015-08-21,2015,Other,700,500<1000
5202,2015-07-26,2015,House,900,500<1000
5203,2015-08-21,2015,Apartment,400,<500
5204,2015-08-21,2015,Commercial,300,<500
5205,2015-08-10,2015,Commercial,1500,1500<2000
5206,2015-08-16,2015,Commercial,450,<500
5208,2015-08-16,2015,Commercial,450,<500
5209,2015-08-15,2015,House,250,<500
5211,2015-08-22,2015,Other,320,<500
5212,2015-08-23,2015,House,500,500<1000
5213,2015-08-22,2015,Apartment,600,500<1000
5214,2015-08-21,2015,House,2100,2000<
5216,2015-08-21,2015,Outside,300,<500
5218,2015-08-02,2015,House,400,<500
5220,2015-08-24,2015,Other,500,500<1000
5221,2015-08-23,2015,House,1147.26,1000<1500
5222,2015-08-24,2015,House,1000,1000<1500
5223,2015-08-23,2015,Outside,649.99,500<1000
5224,2015-08-23,2015,Other,579.99,500<1000
5225,2015-08-23,2015,Outside,999,500<1000
5226,2015-08-23,2015,House,1200,1000<1500
5227,2015-08-24,2015,Other,800,500<1000
5229,2015-08-24,2015,Apartment,400,<500
5230,2015-08-24,2015,Outside,460,<500
5231,2015-08-24,2015,Outside,700,500<1000
5232,2015-08-25,2015,Outside,600,500<1000
5233,2015-08-10,2015,Other,700,500<1000
5234,2015-08-22,2015,Apartment,1200,1000<1500
5235,2015-08-25,2015,Apartment,100,<500
5236,2015-08-25,2015,House,7300,2000<
5237,2015-08-19,2015,Other,400,<500
5238,2015-08-11,2015,House,995,500<1000
5239,2015-08-25,2015,Outside,500,500<1000
5240,2015-08-23,2015,Commercial,950,500<1000
5241,2015-08-24,2015,Educational,340,<500
5242,2015-08-19,2015,Outside,300,<500
5243,2015-08-25,2015,House,300,<500
5244,2015-08-25,2015,Commercial,2500,2000<
5245,2015-08-20,2015,Apartment,400,<500
5246,2015-08-25,2015,Commercial,1500,1500<2000
5247,2015-08-26,2015,Other,600,500<1000
5248,2015-08-26,2015,Apartment,10000,2000<
5250,2015-08-14,2015,Outside,300,<500
5251,2015-08-13,2015,Apartment,1000,1000<1500
5252,2015-08-20,2015,Apartment,600,500<1000
5254,2015-08-24,2015,House,2400,2000<
5255,2015-08-25,2015,Educational,150,<500
5256,2015-08-17,2015,Outside,800,500<1000
5257,2015-08-23,2015,Outside,350,<500
5259,2015-08-27,2015,House,2799,2000<
5260,2015-08-02,2015,Outside,500,500<1000
5262,2015-08-18,2015,Other,150,<500
5263,2015-08-21,2015,Outside,338.99,<500
5266,2015-08-06,2015,Commercial,670,500<1000
5267,2015-08-06,2015,Commercial,670,500<1000
5268,2015-08-27,2015,Outside,250,<500
5269,2015-08-25,2015,Apartment,700,500<1000
5270,2015-08-24,2015,House,200,<500
5271,2015-08-27,2015,Educational,500,500<1000
5272,2015-08-27,2015,Apartment,120,<500
5273,2015-08-26,2015,Commercial,1500,1500<2000
5274,2015-08-27,2015,Outside,1800,1500<2000
5275,2015-08-19,2015,Educational,545.95,500<1000
5276,2015-08-28,2015,House,400,<500
5277,2015-08-27,2015,Apartment,449,<500
5278,2015-08-28,2015,Other,800,500<1000
5279,2015-08-21,2015,Outside,300,<500
5280,2015-08-28,2015,Other,5000,2000<
5282,2015-08-27,2015,House,900,500<1000
5283,2015-08-28,2015,Educational,400,<500
5284,2015-08-28,2015,Other,600,500<1000
5286,2015-08-29,2015,Apartment,1800,1500<2000
5287,2015-08-21,2015,House,2000,2000<
5288,2015-08-22,2015,Commercial,400,<500
5289,2015-08-28,2015,House,880,500<1000
5290,2015-08-26,2015,House,575,500<1000
5291,2015-08-28,2015,House,200,<500
5292,2015-08-26,2015,Commercial,660,500<1000
5293,2015-08-21,2015,Outside,2000,2000<
5294,2015-08-26,2015,House,1169,1000<1500
5295,2015-08-28,2015,House,1200,1000<1500
5296,2015-08-30,2015,Outside,800,500<1000
5297,2015-08-29,2015,Apartment,350,<500
5298,2015-08-23,2015,House,3500,2000<
5299,2015-08-29,2015,Outside,100,<500
5300,2015-08-29,2015,Apartment,250,<500
5301,2015-08-30,2015,House,650,500<1000
5302,2015-08-27,2015,Other,900,500<1000
5303,2015-08-30,2015,Outside,650,500<1000
5304,2015-08-31,2015,Other,920,500<1000
5305,2015-08-28,2015,Apartment,700,500<1000
5306,2015-08-31,2015,Commercial,350,<500
5307,2015-08-27,2015,Commercial,200,<500
5308,2015-08-31,2015,House,1000,1000<1500
5309,2015-08-25,2015,Commercial,589,500<1000
5310,2015-08-29,2015,Outside,499.99,<500
5311,2015-08-26,2015,Commercial,500,500<1000
5312,2015-08-22,2015,Apartment,600,500<1000
5313,2015-08-29,2015,Other,620,500<1000
5314,2015-08-19,2015,Outside,1000,1000<1500
5315,2015-08-30,2015,Other,500,500<1000
5316,2015-08-30,2015,House,502,500<1000
5317,2015-08-28,2015,Other,500,500<1000
5318,2015-08-30,2015,Other,500,500<1000
5319,2015-08-31,2015,House,1700,1500<2000
5320,2015-08-30,2015,Other,500,500<1000
5322,2015-08-30,2015,Apartment,917.67,500<1000
5323,2015-08-28,2015,Other,500,500<1000
5324,2015-08-28,2015,Other,500,500<1000
5325,2015-08-28,2015,Other,200,<500
5326,2015-08-31,2015,Outside,1200,1000<1500
5327,2015-08-28,2015,Commercial,350,<500
5328,2015-08-28,2015,Commercial,1150,1000<1500
5329,2015-08-28,2015,Other,400,<500
5330,2015-08-27,2015,Outside,700,500<1000
5331,2015-09-01,2015,Apartment,400,<500
5332,2015-08-31,2015,Apartment,189.99,<500
5333,2015-08-21,2015,Other,150,<500
5334,2015-09-01,2015,Apartment,550,500<1000
5335,2015-08-31,2015,Outside,1000,1000<1500
5336,2015-08-31,2015,Outside,130,<500
5337,2015-09-01,2015,Apartment,1200,1000<1500
5338,2015-08-28,2015,Other,500,500<1000
5339,2015-09-01,2015,Other,700,500<1000
5340,2015-08-28,2015,Outside,300,<500
5341,2015-08-30,2015,Apartment,379.99,<500
5343,2015-09-01,2015,Commercial,700,500<1000
5344,2015-08-21,2015,Apartment,900,500<1000
5345,2015-06-08,2015,Apartment,789.87,500<1000
5346,2015-08-21,2015,Apartment,1250,1000<1500
5347,2015-09-01,2015,House,1500,1500<2000
5348,2015-08-27,2015,Outside,900,500<1000
5349,2015-09-02,2015,House,130,<500
5350,2015-08-26,2015,Other,670,500<1000
5351,2015-08-17,2015,Outside,1700,1500<2000
5352,2015-08-28,2015,Outside,560,500<1000
5353,2015-09-02,2015,Outside,500,500<1000
5354,2015-08-14,2015,Outside,500,500<1000
5355,2015-08-31,2015,Outside,2500,2000<
5356,2015-08-30,2015,Outside,750,500<1000
5357,2015-09-03,2015,Outside,150,<500
5358,2015-08-10,2015,Apartment,700,500<1000
5359,2015-08-15,2015,Apartment,1000,1000<1500
5360,2015-09-02,2015,Apartment,880,500<1000
5361,2015-09-03,2015,Educational,300,<500
5362,2015-09-03,2015,Educational,174.99,<500
5363,2015-09-02,2015,Outside,400,<500
5364,2015-09-02,2015,Apartment,900,500<1000
5365,2015-09-02,2015,Apartment,494,<500
5366,2015-08-26,2015,House,150,<500
5367,2015-09-02,2015,Apartment,2000,2000<
5368,2015-09-01,2015,Outside,549,500<1000
5369,2015-09-02,2015,Other,375,<500
5371,2015-08-30,2015,Apartment,900,500<1000
5372,2015-08-01,2015,Apartment,600,500<1000
5374,2015-09-01,2015,House,971.78,500<1000
5375,2015-09-04,2015,Apartment,1200,1000<1500
5376,2015-09-04,2015,Educational,1000,1000<1500
5377,2015-09-04,2015,Apartment,600,500<1000
5379,2015-09-03,2015,Outside,160,<500
5381,2015-09-04,2015,Apartment,7000,2000<
5382,2015-09-05,2015,House,500,500<1000
5384,2015-08-09,2015,Outside,350,<500
5385,2015-09-04,2015,Outside,500,500<1000
5386,2015-08-31,2015,Apartment,1500,1500<2000
5387,2015-09-04,2015,Other,489,<500
5388,2015-09-04,2015,Other,1000,1000<1500
5389,2015-09-05,2015,Commercial,1100,1000<1500
5391,2015-07-17,2015,Apartment,400,<500
5392,2015-06-29,2015,Apartment,650,500<1000
5393,2015-09-05,2015,Outside,500,500<1000
5394,2015-09-06,2015,House,1000,1000<1500
5396,2015-09-01,2015,Outside,1000,1000<1500
5397,2015-08-31,2015,Apartment,150,<500
5398,2015-08-13,2015,Apartment,500,500<1000
5399,2015-09-06,2015,Commercial,677.99,500<1000
5400,2015-06-29,2015,Apartment,325,<500
5401,2015-09-05,2015,Transit,500,500<1000
5402,2015-09-07,2015,Other,270,<500
5403,2015-09-07,2015,Apartment,500,500<1000
5404,2015-09-03,2015,House,3500,2000<
5405,2015-08-28,2015,House,1000,1000<1500
5406,2015-09-07,2015,House,100,<500
5407,2015-09-03,2015,Outside,1600,1500<2000
5408,2015-09-06,2015,Outside,750,500<1000
5409,2015-09-04,2015,House,400,<500
5411,2015-09-02,2015,Outside,7490,2000<
5412,2015-09-04,2015,Apartment,1200,1000<1500
5413,2015-09-03,2015,Outside,200,<500
5414,2015-09-07,2015,Other,320,<500
5415,2015-09-07,2015,Apartment,700,500<1000
5416,2015-09-05,2015,House,350,<500
5417,2015-09-07,2015,House,400,<500
5418,2015-09-02,2015,House,700,500<1000
5419,2015-09-07,2015,House,400,<500
5420,2015-09-07,2015,House,650,500<1000
5421,2015-09-07,2015,House,350,<500
5422,2015-09-05,2015,House,650,500<1000
5423,2015-09-02,2015,House,700,500<1000
5424,2015-09-02,2015,Outside,350,<500
5425,2015-09-02,2015,Outside,250,<500
5426,2015-09-06,2015,Outside,500,500<1000
5427,2015-09-03,2015,Other,279.99,<500
5428,2015-09-06,2015,Outside,2000,2000<
5430,2015-09-03,2015,House,250,<500
5431,2015-09-02,2015,Outside,500,500<1000
5432,2015-09-08,2015,House,180,<500
5433,2015-09-04,2015,Other,700,500<1000
5434,2015-09-08,2015,House,150,<500
5435,2015-09-04,2015,Other,1150,1000<1500
5436,2015-06-01,2015,Outside,400,<500
5437,2015-08-22,2015,Other,300,<500
5439,2015-09-07,2015,Apartment,1800,1500<2000
5440,2015-09-01,2015,Educational,300,<500
5441,2015-09-06,2015,Other,833,500<1000
5443,2015-09-08,2015,Outside,500,500<1000
5444,2015-09-09,2015,Other,200,<500
5445,2015-09-08,2015,Outside,1825,1500<2000
5446,2015-09-08,2015,Other,1863.37,1500<2000
5449,2015-09-09,2015,House,150,<500
5451,2015-09-09,2015,Outside,700,500<1000
5452,2015-09-07,2015,Outside,300,<500
5453,2015-09-08,2015,Other,2656.86,2000<
5454,2015-09-09,2015,House,100,<500
