id,occ_date,occ_year,premises_type,bike_cost,cost_group
8,2014-01-01,2014,Apartment,1019,1000<1500
12,2014-01-03,2014,Other,560,500<1000
13,2014-01-04,2014,Apartment,200,<500
15,2014-01-04,2014,House,900,500<1000
19,2014-01-05,2014,Commercial,1800,1500<2000
20,2014-01-08,2014,Apartment,479,<500
22,2014-01-07,2014,Other,150,<500
23,2014-01-10,2014,Outside,400,<500
24,2014-01-10,2014,Outside,800,500<1000
25,2014-01-11,2014,House,200,<500
27,2014-01-11,2014,House,200,<500
28,2014-01-11,2014,Apartment,900,500<1000
29,2014-01-13,2014,Other,1100,1000<1500
30,2014-01-08,2014,Apartment,2399,2000<
31,2014-01-14,2014,Commercial,2000,2000<
32,2014-01-14,2014,Educational,600,500<1000
33,2014-01-15,2014,Outside,750,500<1000
34,2014-01-12,2014,Apartment,300,<500
35,2014-01-18,2014,House,120,<500
36,2014-01-18,2014,House,150,<500
37,2014-01-09,2014,Other,350,<500
38,2014-01-09,2014,House,2000,2000<
39,2014-01-17,2014,Outside,100,<500
41,2014-01-22,2014,Commercial,3000,2000<
43,2014-01-05,2014,Outside,1800,1500<2000
44,2014-01-25,2014,Commercial,10000,2000<
46,2014-01-27,2014,Outside,1600,1500<2000
47,2014-01-28,2014,Outside,1000,1000<1500
48,2014-01-27,2014,Outside,1100,1000<1500
50,2014-01-29,2014,Commercial,1800,1500<2000
52,2014-02-02,2014,Apartment,200,<500
53,2014-02-01,2014,Outside,850,500<1000
54,2014-02-03,2014,Other,1400,1000<1500
55,2014-01-27,2014,House,400,<500
56,2014-02-04,2014,Outside,400,<500
57,2014-01-31,2014,Other,500,500<1000
58,2014-02-04,2014,Apartment,2000,2000<
60,2014-01-25,2014,Commercial,9423,2000<
61,2014-02-07,2014,Commercial,2500,2000<
62,2014-02-07,2014,Commercial,4000,2000<
63,2014-01-01,2014,Apartment,1750,1500<2000
64,2014-02-11,2014,Commercial,3300,2000<
65,2014-02-12,2014,Outside,1700,1500<2000
66,2014-02-15,2014,Outside,200,<500
67,2014-02-16,2014,House,500,500<1000
68,2014-01-15,2014,Other,700,500<1000
69,2014-02-16,2014,Outside,1500,1500<2000
71,2014-02-14,2014,Outside,100,<500
72,2014-02-16,2014,Outside,150,<500
75,2014-02-24,2014,House,2000,2000<
76,2014-01-18,2014,Apartment,1400,1000<1500
79,2014-02-25,2014,Outside,700,500<1000
81,2014-02-23,2014,Other,1000,1000<1500
82,2014-02-23,2014,Other,300,<500
83,2014-02-23,2014,Other,1850,1500<2000
84,2014-03-03,2014,Other,1500,1500<2000
85,2014-03-03,2014,Outside,80,<500
86,2014-03-04,2014,Commercial,800,500<1000
87,2014-03-05,2014,Outside,550,500<1000
88,2014-03-05,2014,Outside,350,<500
89,2014-03-05,2014,Apartment,2000,2000<
90,2014-03-06,2014,Outside,2000,2000<
91,2014-03-07,2014,House,400,<500
92,2014-03-05,2014,Outside,500,500<1000
93,2014-03-08,2014,Other,2500,2000<
94,2014-03-08,2014,Outside,500,500<1000
95,2014-02-23,2014,House,500,500<1000
96,2014-03-08,2014,Outside,1600,1500<2000
97,2014-03-07,2014,Outside,700,500<1000
98,2014-03-08,2014,Outside,2000,2000<
99,2014-03-10,2014,Apartment,200,<500
101,2014-03-10,2014,Other,300,<500
102,2014-03-10,2014,Other,400,<500
103,2014-03-10,2014,Commercial,500,500<1000
104,2014-01-15,2014,Transit,400,<500
105,2014-03-08,2014,Outside,500,500<1000
106,2014-03-12,2014,Other,250,<500
107,2014-03-11,2014,Commercial,1000,1000<1500
108,2014-03-16,2014,Outside,500,500<1000
109,2014-03-16,2014,House,300,<500
111,2014-03-19,2014,Educational,300,<500
112,2014-03-20,2014,Outside,895,500<1000
113,2014-03-10,2014,House,200,<500
114,2014-03-19,2014,House,300,<500
115,2014-03-14,2014,Outside,1000,1000<1500
116,2014-03-19,2014,Outside,100,<500
117,2014-03-19,2014,House,400,<500
118,2014-03-21,2014,Other,200,<500
119,2014-03-23,2014,Outside,932.25,500<1000
120,2014-03-23,2014,House,500,500<1000
121,2014-03-24,2014,Outside,1800,1500<2000
122,2014-03-25,2014,Other,800,500<1000
123,2014-01-11,2014,Commercial,2500,2000<
125,2014-03-27,2014,Outside,2000,2000<
126,2014-03-27,2014,Outside,3000,2000<
128,2014-03-28,2014,Outside,800,500<1000
129,2014-03-29,2014,Outside,800,500<1000
130,2014-03-18,2014,House,2000,2000<
131,2014-03-30,2014,House,1050,1000<1500
132,2014-03-25,2014,Outside,1025,1000<1500
133,2014-03-30,2014,Outside,350,<500
135,2014-03-31,2014,Outside,200,<500
136,2014-03-30,2014,Commercial,200,<500
137,2014-03-25,2014,Other,2500,2000<
139,2014-04-01,2014,Other,1400,1000<1500
140,2014-01-31,2014,Outside,1815,1500<2000
141,2014-04-01,2014,Outside,1300,1000<1500
142,2014-03-31,2014,Transit,600,500<1000
143,2014-04-03,2014,House,1300,1000<1500
144,2014-04-02,2014,Apartment,4000,2000<
145,2014-04-03,2014,House,650,500<1000
146,2014-04-03,2014,Educational,1300,1000<1500
147,2014-01-27,2014,Apartment,2484.87,2000<
153,2014-04-02,2014,Other,600,500<1000
154,2014-04-04,2014,House,1000,1000<1500
155,2014-04-04,2014,Apartment,500,500<1000
156,2014-04-04,2014,House,1300,1000<1500
157,2014-04-05,2014,House,1000,1000<1500
158,2014-04-05,2014,Outside,100,<500
159,2014-04-06,2014,Outside,700,500<1000
161,2014-04-08,2014,Outside,1100,1000<1500
162,2014-03-06,2014,Outside,70,<500
163,2014-04-08,2014,Outside,1300,1000<1500
164,2014-04-08,2014,Outside,800,500<1000
165,2014-04-07,2014,House,1300,1000<1500
166,2014-04-09,2014,Other,350,<500
167,2014-04-03,2014,Outside,4000,2000<
169,2014-04-09,2014,Commercial,1000,1000<1500
170,2014-04-08,2014,Commercial,850,500<1000
171,2014-04-08,2014,Educational,200,<500
173,2014-04-09,2014,Apartment,600,500<1000
174,2014-04-10,2014,Outside,700,500<1000
175,2014-04-11,2014,Outside,1000,1000<1500
176,2014-04-11,2014,Outside,800,500<1000
177,2014-04-10,2014,Apartment,900,500<1000
179,2014-04-11,2014,Outside,600,500<1000
180,2014-04-11,2014,House,550,500<1000
181,2014-04-10,2014,Transit,750,500<1000
182,2014-04-11,2014,Other,200,<500
183,2014-04-11,2014,Apartment,962.76,500<1000
184,2014-04-11,2014,Apartment,2100,2000<
185,2014-04-10,2014,Outside,600,500<1000
186,2014-04-11,2014,Other,700,500<1000
187,2014-04-06,2014,Other,1464.75,1000<1500
189,2014-04-12,2014,Outside,800,500<1000
190,2014-04-12,2014,Outside,550,500<1000
191,2014-04-13,2014,Other,400,<500
192,2014-04-13,2014,Outside,700,500<1000
194,2014-03-14,2014,Commercial,72,<500
195,2014-04-13,2014,Outside,600,500<1000
197,2014-04-12,2014,Educational,600,500<1000
199,2014-04-14,2014,Educational,1500,1500<2000
200,2014-04-12,2014,Educational,719,500<1000
202,2014-04-13,2014,House,500,500<1000
203,2014-04-09,2014,Other,6789,2000<
204,2014-04-15,2014,Outside,4000,2000<
205,2014-04-15,2014,Outside,500,500<1000
207,2014-04-10,2014,Outside,175,<500
209,2014-04-10,2014,Outside,700,500<1000
210,2014-04-07,2014,Other,827.95,500<1000
212,2014-04-07,2014,Outside,600,500<1000
213,2014-04-07,2014,Other,883.15,500<1000
214,2014-04-16,2014,Outside,40,<500
215,2014-04-17,2014,Outside,1000,1000<1500
216,2014-04-16,2014,Educational,750,500<1000
217,2014-04-17,2014,Educational,600,500<1000
218,2014-04-17,2014,Outside,500,500<1000
219,2014-04-16,2014,Outside,200,<500
221,2014-04-17,2014,Apartment,500,500<1000
222,2014-04-18,2014,Outside,400,<500
223,2014-04-17,2014,Commercial,600,500<1000
225,2014-04-18,2014,Transit,600,500<1000
226,2014-04-19,2014,Outside,700,500<1000
227,2014-04-19,2014,Outside,1300,1000<1500
228,2014-04-18,2014,House,400,<500
229,2014-04-20,2014,Apartment,300,<500
230,2014-04-20,2014,Outside,630,500<1000
231,2014-04-21,2014,Outside,10,<500
232,2014-04-21,2014,Outside,10,<500
233,2014-04-18,2014,House,900,500<1000
234,2014-04-20,2014,Transit,700,500<1000
235,2014-04-18,2014,House,860,500<1000
236,2014-04-18,2014,House,1000,1000<1500
237,2014-04-18,2014,House,450,<500
238,2014-02-27,2014,Apartment,900,500<1000
239,2014-02-17,2014,Apartment,1335,1000<1500
240,2014-04-21,2014,Outside,1200,1000<1500
241,2014-04-22,2014,Outside,300,<500
242,2014-04-21,2014,Outside,500,500<1000
243,2014-04-19,2014,House,600,500<1000
244,2014-04-11,2014,House,350,<500
246,2014-04-22,2014,Commercial,600,500<1000
247,2014-04-11,2014,Apartment,450,<500
248,2014-04-22,2014,House,1000,1000<1500
249,2014-04-20,2014,Commercial,300,<500
251,2014-04-21,2014,Educational,2000,2000<
252,2014-04-22,2014,Educational,150,<500
253,2014-04-22,2014,Educational,350,<500
254,2014-04-23,2014,Commercial,2000,2000<
255,2014-04-12,2014,Apartment,1500,1500<2000
256,2014-04-20,2014,House,3000,2000<
257,2014-04-22,2014,Educational,100,<500
259,2014-04-23,2014,Other,650,500<1000
260,2014-04-25,2014,Apartment,789.87,500<1000
261,2014-04-25,2014,Educational,300,<500
263,2014-04-25,2014,Outside,960,500<1000
264,2014-04-24,2014,House,10,<500
265,2014-04-27,2014,House,500,500<1000
266,2014-04-22,2014,House,150,<500
267,2014-04-26,2014,House,465,<500
269,2014-04-26,2014,Outside,800,500<1000
270,2014-04-28,2014,Commercial,350,<500
271,2014-04-25,2014,House,320,<500
272,2014-04-28,2014,Outside,399.99,<500
273,2014-04-22,2014,Outside,350,<500
274,2014-04-22,2014,Apartment,200,<500
275,2014-04-28,2014,Outside,500,500<1000
276,2014-04-30,2014,Outside,870,500<1000
279,2014-04-30,2014,Outside,700,500<1000
280,2014-04-27,2014,Educational,620,500<1000
281,2014-03-02,2014,House,500,500<1000
282,2014-04-30,2014,House,2500,2000<
283,2014-04-26,2014,Apartment,130,<500
284,2014-03-02,2014,House,500,500<1000
285,2014-05-01,2014,Educational,800,500<1000
286,2014-05-02,2014,Apartment,1000,1000<1500
287,2014-05-03,2014,Commercial,700,500<1000
288,2014-05-03,2014,Outside,700,500<1000
289,2014-05-01,2014,House,649,500<1000
290,2014-05-01,2014,House,4319,2000<
291,2014-05-04,2014,Outside,800,500<1000
292,2014-05-04,2014,Outside,1000,1000<1500
293,2014-05-02,2014,Other,1200,1000<1500
294,2014-05-05,2014,Outside,2000,2000<
295,2014-04-19,2014,Outside,237,<500
296,2014-05-05,2014,Commercial,160,<500
297,2014-04-28,2014,Outside,3500,2000<
298,2014-05-05,2014,Outside,375,<500
299,2014-05-05,2014,Outside,350,<500
300,2014-05-04,2014,Outside,150,<500
303,2014-05-04,2014,Outside,150,<500
304,2014-05-05,2014,Educational,250,<500
305,2014-05-06,2014,Other,350,<500
306,2014-05-01,2014,Apartment,500,500<1000
307,2014-05-01,2014,Outside,250,<500
308,2014-05-05,2014,Educational,100,<500
309,2014-05-04,2014,Apartment,100,<500
312,2014-05-06,2014,Apartment,100,<500
313,2014-05-07,2014,Outside,550,500<1000
314,2014-05-06,2014,Outside,300,<500
315,2014-05-07,2014,Commercial,550,500<1000
316,2014-05-06,2014,Outside,650,500<1000
317,2014-05-07,2014,Outside,500,500<1000
318,2014-05-07,2014,Apartment,60,<500
319,2014-05-07,2014,Outside,479.99,<500
320,2014-05-07,2014,Outside,800,500<1000
321,2014-04-19,2014,Other,1300,1000<1500
322,2014-05-07,2014,Outside,3000,2000<
323,2014-05-07,2014,Apartment,60,<500
324,2014-05-07,2014,Apartment,1500,1500<2000
325,2014-05-07,2014,House,250,<500
326,2014-05-05,2014,Other,2400,2000<
327,2014-04-30,2014,Outside,400,<500
328,2014-05-08,2014,Outside,1300,1000<1500
329,2014-05-05,2014,Other,3500,2000<
330,2014-05-08,2014,Outside,550,500<1000
331,2014-05-08,2014,Outside,350,<500
332,2014-05-08,2014,Educational,300,<500
334,2014-05-08,2014,Outside,250,<500
335,2014-05-08,2014,Other,425,<500
336,2014-05-09,2014,Educational,550,500<1000
337,2014-05-08,2014,House,450,<500
338,2014-05-09,2014,House,400,<500
339,2014-05-09,2014,Outside,840,500<1000
340,2014-05-09,2014,Outside,1000,1000<1500
341,2014-05-09,2014,Transit,600,500<1000
342,2014-05-07,2014,Outside,700,500<1000
343,2014-05-08,2014,House,200,<500
345,2014-05-10,2014,Outside,1000,1000<1500
346,2014-05-09,2014,House,200,<500
347,2014-02-19,2014,House,700,500<1000
348,2014-05-10,2014,Outside,700,500<1000
349,2014-02-19,2014,House,700,500<1000
350,2014-05-10,2014,Commercial,500,500<1000
351,2014-05-07,2014,Outside,300,<500
352,2014-05-11,2014,Other,200,<500
354,2014-05-09,2014,Apartment,600,500<1000
355,2014-04-20,2014,Other,6000,2000<
356,2014-05-11,2014,Apartment,260,<500
357,2014-05-11,2014,Commercial,399,<500
358,2014-05-10,2014,Outside,300,<500
359,2014-05-04,2014,House,734.48,500<1000
361,2014-05-12,2014,Other,500,500<1000
363,2014-05-01,2014,Educational,250,<500
364,2014-05-11,2014,Other,1600,1500<2000
365,2014-05-11,2014,Apartment,700,500<1000
366,2014-05-09,2014,Other,300,<500
367,2014-05-11,2014,Other,650,500<1000
368,2014-05-12,2014,Other,1249,1000<1500
369,2014-05-05,2014,Educational,1200,1000<1500
370,2014-05-10,2014,House,500,500<1000
371,2014-05-09,2014,Commercial,1295,1000<1500
372,2014-05-08,2014,Educational,500,500<1000
373,2014-05-13,2014,Commercial,1200,1000<1500
374,2014-05-10,2014,Outside,600,500<1000
375,2014-05-08,2014,Other,500,500<1000
376,2014-05-13,2014,Outside,800,500<1000
377,2014-05-13,2014,Outside,3500,2000<
378,2014-05-12,2014,House,80,<500
379,2014-05-12,2014,Other,900,500<1000
380,2014-05-09,2014,Other,1400,1000<1500
381,2014-05-13,2014,Commercial,1200,1000<1500
383,2014-05-13,2014,Apartment,200,<500
384,2014-05-13,2014,House,200,<500
385,2014-05-14,2014,Outside,250,<500
386,2014-04-28,2014,House,1400,1000<1500
387,2014-05-07,2014,Apartment,400,<500
388,2014-05-14,2014,Other,675,500<1000
389,2014-05-12,2014,Outside,800,500<1000
390,2014-05-11,2014,Other,1200,1000<1500
391,2014-05-12,2014,House,120,<500
393,2014-05-14,2014,Outside,1000,1000<1500
395,2014-05-15,2014,House,1000,1000<1500
396,2014-05-15,2014,Outside,760,500<1000
397,2014-05-15,2014,Other,500,500<1000
398,2014-05-05,2014,House,500,500<1000
399,2014-05-15,2014,Outside,1000,1000<1500
400,2014-05-13,2014,Outside,120,<500
401,2014-05-13,2014,Transit,300,<500
403,2014-05-14,2014,Outside,400,<500
404,2014-05-15,2014,Other,677,500<1000
405,2014-05-12,2014,Apartment,1200,1000<1500
407,2014-05-15,2014,Other,400,<500
408,2014-05-15,2014,Outside,200,<500
409,2014-05-12,2014,Other,450,<500
410,2014-05-12,2014,Other,1500,1500<2000
411,2014-05-12,2014,Other,1500,1500<2000
412,2014-05-13,2014,Educational,305,<500
413,2014-05-13,2014,Outside,300,<500
414,2014-05-16,2014,Outside,1300,1000<1500
415,2014-05-16,2014,Outside,600,500<1000
416,2014-05-10,2014,Other,859.98,500<1000
417,2014-05-16,2014,Outside,20,<500
418,2014-05-10,2014,Other,579.99,500<1000
420,2014-05-14,2014,Outside,700,500<1000
421,2014-05-16,2014,Other,1300,1000<1500
422,2014-05-15,2014,Transit,330,<500
423,2014-05-15,2014,Outside,1000,1000<1500
424,2014-05-16,2014,House,800,500<1000
425,2014-03-01,2014,Apartment,1200,1000<1500
426,2014-05-12,2014,Apartment,700,500<1000
427,2014-05-17,2014,Outside,560,500<1000
428,2014-05-17,2014,Outside,189,<500
429,2014-05-16,2014,House,1800,1500<2000
430,2014-05-18,2014,Commercial,700,500<1000
431,2014-05-16,2014,Outside,800,500<1000
432,2014-05-15,2014,Outside,1600,1500<2000
435,2014-05-16,2014,Outside,500,500<1000
436,2014-05-18,2014,Outside,600,500<1000
437,2014-04-18,2014,House,262.49,<500
438,2014-05-18,2014,Other,675,500<1000
439,2014-05-17,2014,Apartment,629,500<1000
440,2014-05-19,2014,House,900,500<1000
441,2014-05-20,2014,Transit,1200,1000<1500
442,2014-05-20,2014,Outside,650,500<1000
443,2014-05-14,2014,Educational,450,<500
444,2014-05-19,2014,House,500,500<1000
445,2014-05-15,2014,Outside,500,500<1000
446,2014-05-19,2014,House,650,500<1000
447,2014-05-19,2014,House,2300,2000<
448,2014-05-17,2014,Other,632,500<1000
450,2014-05-11,2014,Educational,350,<500
451,2014-05-19,2014,House,3600,2000<
452,2014-05-21,2014,Outside,499.99,<500
453,2014-05-21,2014,Outside,700,500<1000
454,2014-05-21,2014,Outside,200,<500
455,2014-05-21,2014,House,400,<500
456,2014-05-21,2014,House,3264,2000<
457,2014-05-22,2014,Other,1600,1500<2000
458,2014-05-21,2014,Commercial,500,500<1000
459,2014-05-21,2014,Apartment,200,<500
460,2014-05-21,2014,Outside,250,<500
462,2014-05-20,2014,Commercial,100,<500
463,2014-05-20,2014,House,1100,1000<1500
464,2014-05-21,2014,Commercial,1000,1000<1500
465,2014-05-21,2014,Outside,703,500<1000
466,2014-05-21,2014,Outside,589,500<1000
467,2014-05-21,2014,Apartment,1000,1000<1500
468,2014-05-22,2014,Other,200,<500
469,2014-05-22,2014,Outside,1000,1000<1500
470,2014-05-22,2014,Outside,700,500<1000
471,2014-05-21,2014,Outside,499.99,<500
472,2014-05-23,2014,Outside,250,<500
473,2014-05-18,2014,Other,750,500<1000
474,2014-05-23,2014,Outside,1700,1500<2000
475,2014-05-23,2014,Outside,600,500<1000
476,2014-05-22,2014,Outside,600,500<1000
478,2014-05-18,2014,Outside,700,500<1000
479,2014-05-23,2014,Apartment,926.59,500<1000
480,2014-05-22,2014,Outside,630,500<1000
481,2014-05-22,2014,Outside,400,<500
482,2014-05-22,2014,Outside,1400,1000<1500
483,2014-05-21,2014,Outside,800,500<1000
484,2014-05-24,2014,House,150,<500
485,2014-05-23,2014,House,800,500<1000
486,2014-05-24,2014,House,400,<500
487,2014-05-23,2014,Apartment,250,<500
488,2014-05-24,2014,Outside,250,<500
489,2014-05-24,2014,Outside,900,500<1000
491,2014-05-23,2014,Other,350,<500
493,2014-05-24,2014,Apartment,450,<500
494,2014-05-24,2014,Outside,500,500<1000
495,2014-05-22,2014,Outside,100,<500
496,2014-05-24,2014,Outside,1395,1000<1500
497,2014-05-20,2014,Apartment,630,500<1000
498,2014-05-25,2014,Other,600,500<1000
499,2014-04-25,2014,Commercial,600,500<1000
500,2014-05-25,2014,Apartment,538,500<1000
501,2014-05-25,2014,Apartment,380,<500
504,2014-05-24,2014,House,350,<500
505,2014-05-25,2014,Commercial,450,<500
506,2014-05-25,2014,Outside,130,<500
508,2014-05-25,2014,Outside,1050,1000<1500
509,2014-05-24,2014,Outside,600,500<1000
510,2014-05-21,2014,Outside,1800,1500<2000
511,2014-05-22,2014,Apartment,2000,2000<
512,2014-05-16,2014,Other,700,500<1000
513,2014-05-25,2014,Apartment,600,500<1000
514,2014-05-24,2014,Other,1500,1500<2000
515,2014-05-12,2014,Commercial,700,500<1000
516,2014-05-26,2014,Apartment,3000,2000<
517,2014-05-23,2014,Other,800,500<1000
518,2014-05-12,2014,Apartment,3000,2000<
519,2014-05-26,2014,House,130,<500
520,2014-05-26,2014,House,1000,1000<1500
521,2014-05-14,2014,Apartment,7500,2000<
523,2014-05-25,2014,Outside,250,<500
524,2014-05-27,2014,Apartment,1400,1000<1500
525,2014-05-23,2014,Transit,400,<500
526,2014-05-27,2014,Educational,279,<500
527,2014-05-26,2014,Outside,550,500<1000
528,2014-05-26,2014,House,1499.95,1000<1500
530,2014-05-26,2014,Educational,500,500<1000
531,2014-05-26,2014,House,529.95,500<1000
532,2014-05-27,2014,Outside,1478,1000<1500
533,2014-05-27,2014,Outside,1500,1500<2000
534,2014-05-25,2014,Outside,1000,1000<1500
535,2014-05-26,2014,Outside,400,<500
536,2014-04-15,2014,Other,800,500<1000
537,2014-05-28,2014,Outside,300,<500
538,2014-05-28,2014,Apartment,1800,1500<2000
539,2014-05-28,2014,House,350,<500
540,2014-05-26,2014,Outside,499,<500
541,2014-05-25,2014,Outside,625,500<1000
542,2014-05-27,2014,Commercial,200,<500
543,2014-05-28,2014,Outside,1200,1000<1500
544,2014-05-28,2014,Outside,500,500<1000
545,2014-05-16,2014,House,600,500<1000
546,2014-05-29,2014,Educational,800,500<1000
547,2014-05-23,2014,Apartment,3500,2000<
549,2014-05-27,2014,Educational,355,<500
550,2014-05-25,2014,House,112.99,<500
552,2014-05-27,2014,Outside,219.99,<500
553,2014-05-28,2014,House,600,500<1000
554,2014-05-26,2014,Outside,350,<500
556,2014-05-28,2014,House,500,500<1000
557,2014-05-21,2014,Apartment,500,500<1000
558,2014-05-25,2014,Outside,199,<500
559,2014-05-30,2014,Outside,750,500<1000
560,2014-05-30,2014,Other,2500,2000<
561,2014-05-30,2014,Other,1600,1500<2000
562,2014-05-28,2014,Commercial,600,500<1000
563,2014-05-30,2014,House,750,500<1000
564,2014-05-26,2014,Other,200,<500
565,2014-05-30,2014,House,750,500<1000
567,2014-05-28,2014,Outside,500,500<1000
568,2014-05-22,2014,Outside,4500,2000<
569,2014-05-31,2014,Outside,800,500<1000
570,2014-05-27,2014,House,3277,2000<
571,2014-05-27,2014,Outside,3500,2000<
572,2014-05-27,2014,House,7506.59,2000<
574,2014-05-27,2014,House,16282.17,2000<
575,2014-05-30,2014,Other,350,<500
576,2014-05-28,2014,Educational,900,500<1000
577,2014-05-30,2014,Outside,790.99,500<1000
578,2014-05-27,2014,House,500,500<1000
579,2014-05-30,2014,Educational,350,<500
580,2014-05-20,2014,Apartment,200,<500
581,2014-05-25,2014,Outside,150,<500
582,2014-05-30,2014,Educational,598.9,500<1000
584,2014-06-01,2014,Apartment,600,500<1000
586,2014-05-29,2014,Outside,685,500<1000
587,2014-06-01,2014,Outside,1125,1000<1500
588,2014-05-31,2014,Outside,450,<500
590,2014-05-31,2014,Outside,250,<500
591,2014-05-31,2014,Apartment,423.75,<500
592,2014-06-01,2014,Outside,750,500<1000
593,2014-05-31,2014,House,250,<500
594,2014-05-24,2014,Apartment,959.37,500<1000
595,2014-05-30,2014,Transit,500,500<1000
596,2014-06-01,2014,Educational,189,<500
597,2014-05-29,2014,Other,800,500<1000
598,2014-05-31,2014,House,220,<500
599,2014-05-28,2014,Outside,340,<500
600,2014-05-31,2014,Apartment,650,500<1000
601,2014-05-30,2014,House,300,<500
602,2014-05-30,2014,Other,1400,1000<1500
603,2014-05-18,2014,House,1000,1000<1500
604,2014-05-31,2014,House,469.99,<500
605,2014-06-02,2014,Outside,500,500<1000
607,2014-06-02,2014,Outside,700,500<1000
608,2014-06-01,2014,House,700,500<1000
609,2014-06-02,2014,Other,300,<500
610,2014-06-02,2014,Outside,900,500<1000
611,2014-05-27,2014,Outside,600,500<1000
612,2014-05-29,2014,Outside,300,<500
613,2014-06-01,2014,House,950,500<1000
614,2014-06-02,2014,Other,450,<500
615,2014-06-01,2014,Outside,579,500<1000
616,2014-05-30,2014,House,1500,1500<2000
618,2014-05-30,2014,Other,1100,1000<1500
619,2014-05-18,2014,House,1000,1000<1500
620,2014-06-03,2014,Outside,1300,1000<1500
623,2014-06-01,2014,House,1200,1000<1500
624,2014-06-01,2014,Apartment,300,<500
625,2014-06-03,2014,Outside,204.99,<500
626,2014-06-03,2014,Other,1300,1000<1500
627,2014-06-02,2014,House,400,<500
628,2014-06-02,2014,Other,100,<500
629,2014-06-02,2014,Outside,1200,1000<1500
630,2014-05-30,2014,Outside,600,500<1000
631,2014-05-25,2014,Other,150,<500
632,2014-06-03,2014,Other,250,<500
634,2014-06-02,2014,Other,275,<500
635,2014-06-02,2014,Other,100,<500
636,2014-06-03,2014,House,500,500<1000
637,2014-05-25,2014,Other,150,<500
638,2014-06-03,2014,Outside,600,500<1000
639,2014-06-03,2014,Outside,2000,2000<
640,2014-06-03,2014,Outside,550,500<1000
641,2014-05-13,2014,Educational,305,<500
642,2014-06-01,2014,Outside,400,<500
643,2014-06-02,2014,Other,100,<500
645,2014-06-04,2014,Outside,550,500<1000
649,2014-04-17,2014,Educational,198,<500
650,2014-06-01,2014,Outside,500,500<1000
651,2014-06-03,2014,Outside,500,500<1000
652,2014-06-04,2014,Outside,300,<500
653,2014-06-03,2014,Other,700,500<1000
655,2014-06-03,2014,Outside,750,500<1000
656,2014-06-03,2014,Outside,2400,2000<
657,2014-06-04,2014,Outside,200,<500
658,2014-06-04,2014,Commercial,1099,1000<1500
659,2014-06-03,2014,Outside,400,<500
660,2014-04-17,2014,Educational,198,<500
661,2014-05-29,2014,House,200,<500
662,2014-06-04,2014,Outside,1000,1000<1500
663,2014-06-04,2014,Outside,189,<500
664,2014-06-04,2014,Apartment,1600,1500<2000
665,2014-01-03,2014,Other,170,<500
666,2014-06-02,2014,Other,550,500<1000
667,2014-06-04,2014,House,300,<500
668,2014-06-04,2014,Commercial,300,<500
669,2014-06-05,2014,Outside,1300,1000<1500
670,2014-06-04,2014,Outside,2000,2000<
671,2014-06-02,2014,Outside,1100,1000<1500
672,2014-06-04,2014,Transit,3000,2000<
673,2014-06-01,2014,Commercial,100,<500
674,2014-06-05,2014,Outside,100,<500
675,2014-06-05,2014,Outside,1000,1000<1500
676,2014-06-03,2014,Other,600,500<1000
677,2014-06-05,2014,Outside,599,500<1000
678,2014-06-05,2014,Outside,500,500<1000
679,2014-05-25,2014,Outside,170,<500
680,2014-06-03,2014,Apartment,3597,2000<
681,2014-06-02,2014,Outside,350,<500
682,2014-06-03,2014,Apartment,480,<500
683,2014-06-04,2014,Outside,1000,1000<1500
685,2014-06-01,2014,Outside,4500,2000<
687,2014-06-01,2014,Other,1100,1000<1500
688,2014-06-06,2014,Educational,20,<500
689,2014-06-06,2014,Outside,900,500<1000
690,2014-06-06,2014,Apartment,300,<500
691,2014-06-06,2014,Educational,78,<500
692,2014-06-06,2014,Transit,400,<500
693,2014-06-06,2014,Educational,1500,1500<2000
694,2014-06-05,2014,Outside,1200,1000<1500
695,2014-06-06,2014,Outside,260,<500
696,2014-06-06,2014,Outside,600,500<1000
697,2014-05-27,2014,Outside,359,<500
698,2014-06-06,2014,Outside,650,500<1000
699,2014-06-07,2014,Outside,200,<500
701,2014-06-06,2014,Outside,955,500<1000
702,2014-06-07,2014,Outside,450,<500
703,2014-06-06,2014,House,90,<500
704,2014-06-08,2014,Outside,1000,1000<1500
705,2014-06-08,2014,Outside,1500,1500<2000
706,2014-06-07,2014,Other,1200,1000<1500
707,2014-06-08,2014,Outside,600,500<1000
708,2014-06-02,2014,Outside,250,<500
709,2014-06-08,2014,Outside,600,500<1000
710,2014-06-07,2014,Outside,400,<500
711,2014-06-08,2014,Outside,370,<500
712,2014-06-08,2014,Outside,900,500<1000
713,2014-06-08,2014,House,2000,2000<
714,2014-06-08,2014,Commercial,2700,2000<
715,2014-06-08,2014,Educational,370,<500
716,2014-06-08,2014,Other,1000,1000<1500
718,2014-06-07,2014,Transit,400,<500
719,2014-06-08,2014,Outside,1000,1000<1500
720,2014-05-28,2014,Apartment,200,<500
721,2014-05-28,2014,Apartment,250,<500
723,2014-06-09,2014,Commercial,1000,1000<1500
725,2014-06-09,2014,Commercial,1000,1000<1500
726,2014-06-08,2014,Outside,1200,1000<1500
727,2014-06-08,2014,Outside,500,500<1000
728,2014-06-09,2014,House,400,<500
729,2014-06-08,2014,Outside,1300,1000<1500
730,2014-06-07,2014,House,4300,2000<
731,2014-06-09,2014,Outside,500,500<1000
732,2014-06-08,2014,Outside,350,<500
